level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	3	4	1	1	70	599	17	16	82.374664	P:
5	1	3	4	1	2	96	599	130	19	93.278061	111-222-333,
5	1	3	4	1	3	234	599	15	16	93.119469	F:
5	1	3	4	1	4	258	599	125	16	96.467094	111-222-334
4	1	3	4	2	0	70	630	200	22	-1	
5	1	3	4	2	1	70	630	200	22	91.649429	client@example.net
2	1	4	0	0	0	69	697	314	149	-1	
3	1	4	1	0	0	69	697	138	15	-1	
4	1	4	1	1	0	69	697	138	15	-1	
5	1	4	1	1	1	69	697	97	15	96.411407	SHIPPING
5	1	4	1	1	2	173	697	34	15	96.724686	TO:
3	1	4	2	0	0	69	727	157	17	-1	
4	1	4	2	1	0	69	727	157	17	-1	
5	1	4	2	1	1	69	727	46	17	96.411049	John
5	1	4	2	1	2	123	728	38	16	96.411049	Doe
5	1	4	2	1	3	168	727	58	17	96.280853	Office
3	1	4	3	0	0	70	759	145	17	-1	
4	1	4	3	1	0	70	759	145	17	-1	
5	1	4	3	1	1	70	759	58	17	96.649704	Office
5	1	4	3	1	2	136	759	48	17	96.716446	Road
5	1	4	3	1	3	192	760	23	16	96.225624	38
3	1	4	4	0	0	70	794	313	52	-1	
4	1	4	4	1	0	70	794	313	19	-1	
5	1	4	4	1	1	70	794	17	16	87.400475	P:
5	1	4	4	1	2	95	794	131	19	93.296463	111-333-222,
5	1	4	4	1	3	234	794	15	16	92.763786	F:
5	1	4	4	1	4	258	794	125	16	96.663811	122-222-334
4	1	4	4	2	0	70	824	202	22	-1	
5	1	4	4	2	1	70	824	202	22	92.203812	office@example.net
2	1	5	0	0	0	1069	43	200	18	-1	
3	1	5	1	0	0	1069	43	200	18	-1	
4	1	5	1	1	0	1069	43	200	18	-1	
5	1	5	1	1	1	1069	43	200	18	90.551842	http://mrsinvoice.com
2	1	6	0	0	0	1112	83	107	87	-1	
3	1	6	1	0	0	1112	83	107	87	-1	
4	1	6	1	1	0	1112	83	107	87	-1	
5	1	6	1	1	1	1112	83	107	87	95.000000	 
2	1	7	0	0	0	546	505	726	3	-1	
3	1	7	1	0	0	546	505	726	3	-1	
4	1	7	1	1	0	546	505	726	3	-1	
5	1	7	1	1	1	546	505	726	3	95.000000	 
2	1	8	0	0	0	545	552	728	3	-1	
3	1	8	1	0	0	545	552	728	3	-1	
4	1	8	1	1	0	545	552	728	3	-1	
5	1	8	1	1	1	545	552	728	3	95.000000	 
2	1	9	0	0	0	545	601	728	3	-1	
3	1	9	1	0	0	545	601	728	3	-1	
4	1	9	1	1	0	545	601	728	3	-1	
5	1	9	1	1	1	545	601	728	3	95.000000	 
2	1	10	0	0	0	545	648	728	3	-1	
3	1	10	1	0	0	545	648	728	3	-1	
4	1	10	1	1	0	545	648	728	3	-1	
5	1	10	1	1	1	545	648	728	3	95.000000	 
2	1	11	0	0	0	655	522	498	159	-1	
3	1	11	1	0	0	655	522	498	159	-1	
4	1	11	1	1	0	685	522	436	16	-1	
5	1	11	1	1	1	685	522	70	16	92.206070	Invoice
5	1	11	1	1	2	761	522	12	16	92.206070	#
5	1	11	1	1	3	1060	522	61	16	88.333275	00001
4	1	11	1	2	0	667	566	482	22	-1	
5	1	11	1	2	1	667	569	70	16	95.478477	Invoice
5	1	11	1	2	2	744	569	46	16	96.278145	Date
5	1	11	1	2	3	1033	566	116	22	96.746666	12/12/2001
4	1	11	1	3	0	662	616	448	22	-1	
5	1	11	1	3	1	662	618	57	16	96.318642	Name
5	1	11	1	3	2	726	616	20	18	96.962349	of
5	1	11	1	3	3	753	618	42	20	96.658401	Rep.
5	1	11	1	3	4	1072	617	38	17	96.949211	Bob
4	1	11	1	4	0	655	663	498	18	-1	
5	1	11	1	4	1	655	665	77	16	96.944542	Contact
5	1	11	1	4	2	739	663	62	18	96.378525	Phone
5	1	11	1	4	3	1028	665	125	16	96.254524	101-102-103
2	1	12	0	0	0	545	696	728	3	-1	
3	1	12	1	0	0	545	696	728	3	-1	
4	1	12	1	1	0	545	696	728	3	-1	
5	1	12	1	1	1	545	696	728	3	95.000000	 
2	1	13	0	0	0	545	506	2	239	-1	
3	1	13	1	0	0	545	506	2	239	-1	
4	1	13	1	1	0	545	506	2	239	-1	
5	1	13	1	1	1	545	506	2	239	95.000000	 
2	1	14	0	0	0	652	713	154	21	-1	
3	1	14	1	0	0	652	713	154	21	-1	
4	1	14	1	1	0	652	713	154	21	-1	
5	1	14	1	1	1	652	713	86	21	96.760185	Payment
5	1	14	1	1	2	744	713	62	16	93.768608	Terms
2	1	15	0	0	0	907	506	2	240	-1	
3	1	15	1	0	0	907	506	2	240	-1	
4	1	15	1	1	0	907	506	2	240	-1	
5	1	15	1	1	1	907	506	2	240	95.000000	 
2	1	16	0	0	0	1008	712	166	22	-1	
3	1	16	1	0	0	1008	712	166	22	-1	
4	1	16	1	1	0	1008	712	166	22	-1	
5	1	16	1	1	1	1008	712	46	17	96.877060	Cash
5	1	16	1	1	2	1061	717	24	12	96.983276	on
5	1	16	1	1	3	1093	712	81	22	96.441391	Delivery
2	1	17	0	0	0	545	743	727	3	-1	
3	1	17	1	0	0	545	743	727	3	-1	
4	1	17	1	1	0	545	743	727	3	-1	
5	1	17	1	1	1	545	743	727	3	95.000000	 
2	1	18	0	0	0	758	784	300	31	-1	
3	1	18	1	0	0	758	784	300	31	-1	
4	1	18	1	1	0	758	784	300	31	-1	
5	1	18	1	1	1	758	787	117	23	96.539200	Amount
5	1	18	1	1	2	887	787	63	23	95.768906	Due:
5	1	18	1	1	3	961	784	97	31	95.768906	$4,170
2	1	19	0	0	0	69	1011	1193	4	-1	
3	1	19	1	0	0	69	1011	1193	4	-1	
4	1	19	1	1	0	69	1011	1193	4	-1	
5	1	19	1	1	1	69	1011	1193	4	95.000000	 
2	1	20	0	0	0	1271	506	2	239	-1	
3	1	20	1	0	0	1271	506	2	239	-1	
4	1	20	1	1	0	1271	506	2	239	-1	
5	1	20	1	1	1	1271	506	2	239	95.000000	 
2	1	21	0	0	0	69	1072	1193	3	-1	
3	1	21	1	0	0	69	1072	1193	3	-1	
4	1	21	1	1	0	69	1072	1193	3	-1	
5	1	21	1	1	1	69	1072	1193	3	95.000000	 
2	1	22	0	0	0	131	1073	2	177	-1	
3	1	22	1	0	0	131	1073	2	177	-1	
4	1	22	1	1	0	131	1073	2	177	-1	
5	1	22	1	1	1	131	1073	2	177	95.000000	 
2	1	23	0	0	0	69	1248	1193	3	-1	
3	1	23	1	0	0	69	1248	1193	3	-1	
4	1	23	1	1	0	69	1248	1193	3	-1	
5	1	23	1	1	1	69	1248	1193	3	95.000000	 
2	1	24	0	0	0	81	1017	1170	353	-1	
3	1	24	1	0	0	89	1017	1162	49	-1	
4	1	24	1	1	0	89	1017	1162	22	-1	
5	1	24	1	1	1	89	1020	31	16	71.510788	NO
5	1	24	1	1	2	146	1020	108	16	71.510788	PRODUCTS
5	1	24	1	1	3	260	1017	9	22	92.917595	/
5	1	24	1	1	4	275	1020	81	16	96.835991	SERVICE
5	1	24	1	1	5	780	1017	119	22	54.762691	QUANTITY
5	1	24	1	1	6	890	1013	14	32	54.762691	/
5	1	24	1	1	7	937	1020	49	16	0.000000	RATE
5	1	24	1	1	8	992	1017	10	22	65.687271	/
5	1	24	1	1	9	1009	1020	49	16	96.389328	UNIT
5	1	24	1	1	10	1156	1020	95	16	96.595856	AMOUNT
4	1	24	1	2	0	828	1051	229	15	-1	
5	1	24	1	2	1	828	1051	70	15	96.736336	HOURS
5	1	24	1	2	2	1002	1051	55	15	96.805344	PRICE
3	1	24	2	0	0	82	1084	1169	24	-1	
4	1	24	2	1	0	82	1084	1169	24	-1	
5	1	24	2	1	1	82	1088	10	15	96.722496	1
5	1	24	2	1	2	144	1087	44	21	96.451935	Tyre
5	1	24	2	1	3	887	1087	11	16	96.998360	2
5	1	24	2	1	4	1021	1084	37	23	96.983681	$20
5	1	24	2	1	5	1214	1084	37	23	96.381859	$40
3	1	24	3	0	0	82	1128	1168	24	-1	
4	1	24	3	1	0	82	1128	1168	24	-1	
5	1	24	3	1	1	82	1131	10	16	97.003960	2
5	1	24	3	1	2	145	1131	82	21	96.669655	Steering
5	1	24	3	1	3	233	1129	64	18	96.914688	Wheel
5	1	24	3	1	4	887	1131	11	16	96.987991	5
5	1	24	3	1	5	1021	1128	36	22	96.180359	$10
5	1	24	3	1	6	1214	1128	36	22	96.826431	$50
3	1	24	4	0	0	82	1171	1169	25	-1	
4	1	24	4	1	0	82	1171	1169	25	-1	
5	1	24	4	1	1	82	1175	10	15	96.673584	3
5	1	24	4	1	2	146	1174	66	22	96.950081	Engine
5	1	24	4	1	3	218	1173	26	18	96.635918	Oil
5	1	24	4	1	4	875	1174	24	17	96.094269	10
5	1	24	4	1	5	1021	1171	36	23	96.795952	$15
5	1	24	4	1	6	1201	1171	50	23	96.763023	$150
3	1	24	5	0	0	81	1211	1169	32	-1	
4	1	24	5	1	0	81	1211	1169	32	-1	
5	1	24	5	1	1	81	1218	12	16	96.423965	4
5	1	24	5	1	2	146	1217	55	17	95.642075	Brake
5	1	24	5	1	3	209	1217	34	17	95.642075	Pad
5	1	24	5	1	4	875	1218	24	16	95.532288	24
5	1	24	5	1	5	996	1211	61	32	96.314629	$1000
5	1	24	5	1	6	1183	1215	67	22	96.405731	$2,400
3	1	24	6	0	0	974	1257	276	33	-1	
4	1	24	6	1	0	974	1257	276	33	-1	
5	1	24	6	1	1	974	1257	83	33	96.651756	Subtotal
5	1	24	6	1	2	1201	1260	49	22	96.758331	$275
3	1	24	7	0	0	960	1304	290	24	-1	
4	1	24	7	1	0	960	1304	290	24	-1	
5	1	24	7	1	1	960	1307	34	16	95.155731	Tax
5	1	24	7	1	2	1001	1305	56	23	95.155731	(10%)
5	1	24	7	1	3	1195	1304	55	22	96.097542	$27.5
3	1	24	8	0	0	940	1348	310	22	-1	
4	1	24	8	1	0	940	1348	310	22	-1	
5	1	24	8	1	1	940	1349	60	18	96.452209	Grand
5	1	24	8	1	2	1006	1349	51	18	96.884926	Total
5	1	24	8	1	3	1183	1348	67	22	90.850243	$302.5
